id
1
1320
873
512
825
1321
2
74
52
1027
1230
1455
541
109
1274
693
1042
1437
1376
1168
1214
328
131
1831
2099
1934
1759
1966
1785
1762
1765
1788
1958
1974
1816
2299
1896
1659
3077
2694
4120
3945
3978
4269
4691
4807
5266
4642
7334
7288
5566
1697
2130
2011
1886
2083
2087
1680
1586
1698
1839
2300
2303
1772
1975
2280
2071
2132
1684
1637
1732
2777
3012
2563
2394
2989
2982
2586
2930
2765
2545
2499
2566
2416
3155
2634
2577
3029
2467
2943
2405
2868
2469
2682
2502
4166
3602
3897
3408
4006
4041
3415
3957
4092
4172
3835
3987
4195
3814
4206
4157
3773
3964
3217
4066
3794
3701
4030
3513
3783
3992
3801
3635
3822
3890
3640
3330
5444
4943
5275
5026
5446
4558
4944
5198
4679
4948
4705
5426
4950
5049
4846
5031
5034
5279
5176
5370
4847
6536
5805
5691
5908
5994
6538
6719
5692
6636
5617
5864
5728
5647
5665
6210
5824
5604
5632
5964
5567
6535
5690
7429
6952
7326
6836
7533
7127
7501
6958
7224
6953
7497
6892
7129
7455
7226
7080
7083
6945
7278
7548
6756
7431
7186
2010
1720
1567
5899
1518
